user_id,age,income
279,48,233854
280,53,275590
281,25,228303
282,39,201094
283,24,196275
284,55,259035
285,37,178844
286,48,223721
287,50,310035
288,49,145894
289,26,246506
290,55,106880
291,57,268234
292,44,171695
293,49,331567
294,51,131844
295,55,285366
296,53,347690
297,41,167544
298,52,181049
299,43,174464
300,53,211130
301,23,291393
302,38,204599
303,45,160323
304,51,88499
305,23,378155
306,44,384439
307,52,294818
308,42,185169
309,43,309816
310,22,325896
311,47,229660
312,22,253309
313,46,348541
314,37,118763
315,53,329873
316,29,225267
317,59,160993
318,49,167575
319,46,180822
320,55,153194
321,45,391711
322,44,289296
323,33,335158
324,27,294989
325,56,254898
326,40,255980
327,21,218198
328,28,224737
329,36,137351
330,34,336546
331,32,104941
332,43,165311
333,35,410962
334,48,260893
335,54,264216
336,22,300987
337,52,126773
338,43,138496
339,42,214408
340,45,177731
341,42,244003
342,42,288843
343,26,361133
344,35,314887
345,57,170457
346,53,220002
347,28,198244
348,25,168675
349,59,150465
350,24,383144
351,26,250851
352,52,232061
353,50,288740
354,55,292699
355,36,339506
356,33,190507
357,50,282217
358,39,177106
359,37,234787
360,39,254539
361,48,262358
362,46,258825
363,57,314146
364,46,202240
365,43,264533
366,29,189287
367,32,483660
368,21,176970
369,21,193947
370,54,320611
371,52,215642
372,45,320643
373,21,262241
374,36,217744
375,59,189779
376,25,186893
377,42,218614
378,49,236048
379,23,183449
380,32,241261
381,46,162470
382,36,310472
383,57,325788
384,42,193653
385,49,189186
386,34,264233
387,48,351229
388,25,368933
389,50,137780
390,25,330504
391,32,245075
392,36,246624
393,46,290376
394,46,211523
395,41,337736
396,59,363916
397,56,366902
398,53,102486
399,50,231627
400,57,95181
401,43,188777
402,30,80000
403,25,286021
404,56,267544
405,54,215391
406,51,186708
407,30,275122
408,39,169086
409,52,163643
410,21,153806
411,25,233692
412,24,203415
413,36,219260
414,44,291744
415,36,327063
416,22,366038
417,48,254810
418,52,277807
419,47,265107
420,40,116065
421,44,220424
422,32,220792
423,55,209134
424,53,246724
425,53,232441
426,57,171093
427,32,237917
428,23,198875
429,21,80000
430,53,138234
431,30,257113
432,49,337351
433,33,80000
434,32,180368
435,51,284516
436,22,320255
437,55,216390
438,43,195377
439,37,347576
440,46,313687
441,28,318689
442,49,212554
443,46,339095
444,30,94394
445,46,340498
446,54,244677
447,27,260314
448,24,174379
449,31,104877
450,49,258616
451,56,294111
452,45,306215
453,41,297582
454,56,279452
455,30,176097
456,57,311398
457,29,167150
458,44,338565
459,55,243281
460,55,245943
461,56,319274
462,38,330117
463,59,311651
464,52,184363
465,44,311013
466,43,184816
467,52,313032
468,57,135986
469,32,242505
470,33,184328
471,43,319594
472,45,339213
473,55,265919
474,50,263288
475,37,306334
476,40,339689
477,45,252984
478,42,210025
479,33,301781
480,39,101301
481,56,322772
482,32,193185
483,39,230781
484,32,323284
485,29,216759
486,27,301792
487,48,341112
488,34,258802
489,51,274915
490,39,240445
491,36,259247
492,25,160687
493,55,226500
494,32,146943
495,45,178098
496,41,89764
497,56,271114
498,43,385328
499,36,213511
500,59,327210
501,59,340055
502,34,154069
503,51,171296
504,25,329263
505,55,242612
506,43,146736
507,49,199051
508,31,283572
509,38,186485
510,32,80000
511,29,224238
512,30,230720
513,37,250738
514,58,350710
515,27,254281
516,33,269434
517,29,334442
518,47,250827
519,22,420921
520,25,148903
521,49,175268
522,57,299116
523,58,350345
524,39,233936
525,28,169150
526,21,390879
527,42,186610
528,37,277124
529,27,355132
530,45,214671
531,24,200229
532,56,205704
533,26,322124
534,51,334811
535,39,252698
536,59,400646
537,47,252557
538,30,353386
539,46,215439
540,39,436700
541,59,375610
542,23,239762
543,33,364763
544,48,360718
545,40,374243
546,48,80000
547,28,307548
548,59,293383
549,21,287685
550,23,267467
551,33,269824
552,48,352651
553,45,293157
554,53,267352
555,58,341150
556,26,283442
557,52,291085
558,41,399362
559,36,215241
560,41,128743
561,31,255789
562,57,267163
563,56,307722
564,55,258585
565,39,310409
566,40,450369
567,38,314121
568,34,328185
569,35,239637
570,51,139179
571,21,80000
572,23,208505
573,36,80000
574,43,291083
575,31,219374
576,32,144930
577,30,260469
578,52,190909
579,36,286062
580,28,306610
581,58,193853
582,32,231017
583,44,267191
584,48,137436
585,28,267184
586,48,135518
587,56,295257
588,46,215186
589,28,135076
590,48,203602
591,48,206986
592,57,335481
593,56,263864
594,47,173497
595,37,381925
596,29,300119
597,53,223094
598,40,125693
599,33,216032
600,48,232358
601,49,279522
602,33,298580
603,55,314526
604,26,121082
605,38,266680
606,25,237230
607,45,464238
608,22,255175
609,30,200187
610,50,258829
611,25,249314
612,53,90876
613,21,282664
614,38,225155
615,52,247864
616,31,180114
617,41,162486
618,46,320310
619,45,338676
620,42,283447
621,47,105136
622,33,288645
623,53,106325
624,54,197105
625,55,319244
626,21,302607
627,41,286557
628,26,355032
629,48,294801
630,37,88478
631,25,220437
632,51,246671
633,25,237300
634,58,200629
635,23,167587
636,43,442059
637,57,218900
638,57,438128
639,30,158696
640,30,302564
641,39,268371
642,37,176244
643,41,212595
644,34,248789
645,29,182470
646,21,229508
647,33,80000
648,24,306921
649,21,348172
650,52,286349
651,54,431140
652,48,304567
653,51,341424
654,28,349069
655,59,80000
656,46,283893
657,54,139365
658,23,155527
659,32,169442
660,21,224982
661,25,302036
662,50,284719
663,50,248993
664,37,307814
665,43,312678
666,35,285409
667,57,112039
668,41,190853
669,34,252106
670,22,308676
671,31,143713
672,59,249092
673,58,124750
674,54,332073
675,58,269387
676,54,142309
677,38,141781
678,50,280994
679,35,359983
680,47,162257
681,54,312928
682,58,206620
683,53,315855
684,44,304655
685,35,262423
686,50,103248
687,37,304494
688,25,290161
689,49,282834
690,24,265653
691,30,179697
692,37,336637
693,30,321851
694,37,163966
695,40,355143
696,44,260533
697,25,260330
698,54,235891
699,26,243760
700,22,359671
701,33,332645
702,31,330947
703,43,264765
704,36,321133
705,51,183254
706,31,296675
707,36,237720
708,28,85215
709,24,123111
710,24,196961
711,45,283212
712,23,197033
713,52,202710
714,23,311060
715,47,205599
716,49,356464
717,52,343209
718,39,251750
719,41,310276
720,25,299379
721,38,230346
722,48,318930
723,42,330712
724,41,173805
725,26,262283
726,21,261400
727,25,317969
728,32,214491
729,46,202179
730,54,263519
731,34,344508
732,46,154049
733,47,168015
734,29,208359
735,46,222593
736,42,108753
737,50,369855
738,37,239575
739,46,227591
740,56,379811
741,21,307423
742,28,207166
743,55,263168
744,35,246661
745,42,365868
746,34,236606
747,46,134635
748,48,99822
749,43,368012
750,34,186910
751,44,303616
752,22,255741
753,46,216667
754,34,229212
755,27,376670
756,23,134154
757,43,219083
758,38,322525
759,58,147348
760,55,355382
761,35,321379
762,45,271743
763,57,209747
764,48,137074
765,30,306563
766,59,469891
767,37,261671
768,59,103916
769,42,286601
770,46,318821
771,45,176571
772,37,198359
773,33,190209
774,40,207490
775,45,236226
776,24,181127
777,30,151132
778,23,263950
779,38,235387
780,56,215100
781,42,256655
782,54,128385
783,28,271056
784,39,216744
785,57,269159
786,26,281971
787,46,340492
788,54,258236
789,26,335337
790,57,224246
791,53,228065
792,42,242725
793,41,311929
794,26,300476
795,26,260805
796,24,151781
797,50,299044
798,31,181087
799,50,176728
800,51,158921
801,44,243346
802,29,346937
803,23,172771
804,51,384286
805,57,322784
806,56,132831
807,44,219377
808,51,166779
809,26,303196
810,22,170946
811,40,120310
812,48,223941
813,31,343551
814,24,234598
815,35,281875
816,26,284978
817,50,129017
818,58,178050
819,22,250517
820,35,205411
821,31,386356
822,28,151734
823,46,177259
824,25,273243
825,26,199768
826,46,80000
827,24,404774
828,39,164055
829,40,294871
830,53,149728
831,40,180957
832,32,120165
833,21,190704
834,46,198457
835,34,239394
836,58,220194
837,57,134678
838,31,208088
839,56,365760
840,33,356271
841,23,286454
842,53,303047
843,26,414865
844,30,295699
845,25,301535
846,43,124833
847,30,160989
848,22,247384
849,33,185404
850,22,170163
851,40,179403
852,21,136114
853,57,186689
854,29,277154
855,37,393705
856,29,313758
857,31,300892
858,35,120117
859,44,259543
860,58,244643
861,55,273259
862,50,221145
863,51,382966
864,25,254222
865,34,262017
866,31,93004
867,29,241465
868,54,341940
869,32,294446
870,55,80000
871,55,214025
872,21,388551
873,42,237948
874,49,275793
875,28,379520
876,31,237630
877,57,313282
878,34,282911
879,50,300011
880,55,280337
881,41,206189
882,57,214176
883,25,181633
884,39,118823
885,34,349562
886,46,250806
887,24,345532
888,45,375229
889,45,254273
890,38,144920
891,28,234304
892,59,196308
893,34,91587
894,52,209861
895,58,244277
896,53,198534
897,43,188276
898,35,147797
899,53,265673
900,45,399541
901,37,352289
902,53,302290
903,22,304032
904,34,239388
905,59,105638
906,26,220445
907,26,172457
908,23,262375
909,27,348657
910,28,407872
911,35,255169
912,49,116627
913,53,255014
914,50,257188
915,59,304307
916,47,248464
917,56,255321
918,49,199435
919,58,225047
920,53,291058
921,57,89321
922,47,224616
923,53,305031
924,24,381258
925,42,218133
926,22,344829
927,30,385201
928,25,219169
929,30,205343
930,53,235434
931,58,243443
932,33,337265
933,51,188101
934,56,373045
935,44,185939
936,35,148846
937,49,291902
938,28,348444
939,25,264292
940,49,284806
941,24,406343
942,32,349572
943,22,252474
944,47,215508
945,51,337604
946,56,316342
947,56,283486
948,46,223838
949,47,243888
950,25,238198
951,40,225170
952,31,201908
953,30,271215
954,58,198294
955,26,264190
956,28,82010
957,43,202010
958,46,337866
959,32,177965
960,46,297368
961,33,184617
962,38,312062
963,45,226231
964,53,223068
965,32,254348
966,56,142525
967,24,327767
968,25,354274
969,57,221197
970,28,291936
971,48,312312
972,51,242699
973,29,161340
974,49,377526
975,34,218598
976,42,201269
977,31,381103
978,43,298804
979,21,270594
980,57,172339
981,41,314224
982,46,481721
983,56,320440
984,43,289687
985,21,307687
986,35,223750
987,41,222987
988,29,221964
989,29,204004
990,30,221804
991,46,221431
992,55,230425
993,45,228185
994,46,269440
995,31,256303
996,58,263388
997,22,371783
998,27,256138
999,38,426871
1000,47,278215
1001,54,214219
1002,47,357966
1003,37,243637
1004,44,80000
1005,45,249679
1006,27,230065
1007,26,378523
1008,44,178194
1009,53,223387
1010,49,351411
1011,42,281552
1012,46,236283
1013,48,189481
1014,41,278139
1015,27,247655
1016,37,188573
1017,40,192732
1018,40,184842
1019,42,170595
1020,48,324722
1021,27,313951
1022,21,324853
1023,52,250359
1024,33,230589
1025,50,232049
1026,43,331688
1027,39,104388
1028,52,208841
1029,50,179012
1030,49,358791
1031,49,211803
1032,50,119120
1033,36,267873
1034,39,220390
1035,38,205445
1036,21,197197
1037,34,194041
1038,22,306684
1039,48,267902
1040,50,234162
1041,58,162140
1042,24,236488
1043,21,270850
1044,28,273892
1045,49,262870
1046,59,176192
1047,23,80000
1048,52,393969
1049,30,145229
1050,30,92803
1051,39,260441
1052,54,113318
1053,53,185616
1054,43,293908
1055,48,391814
1056,52,281000
1057,27,214867
1058,49,245886
1059,28,105313
1060,21,213939
1061,23,214017
1062,44,262266
1063,43,405375
1064,28,95056
1065,57,217385
1066,23,103319
1067,53,209730
1068,48,180831
1069,28,130452
1070,54,323047
1071,55,270451
1072,52,313668
1073,44,207467
1074,34,244342
1075,52,377571
1076,36,249782
1077,24,314636
1078,57,200603
1079,41,307281
1080,34,206086
1081,51,98286
1082,38,249393
1083,27,212375
1084,30,120017
1085,27,265319
1086,53,178517
1087,43,497411
1088,41,132844
1089,39,152966
1090,39,319564
1091,56,239358
1092,49,317936
1093,38,280431
1094,22,203415
1095,21,139672
1096,25,335686
1097,40,146923
1098,31,294712
1099,22,323519
1100,23,239846
1101,43,225668
1102,32,171301
1103,40,287019
1104,25,80000
1105,57,307258
1106,58,259558
1107,50,232174
1108,29,269384
1109,54,140115
1110,55,80000
1111,42,287486
1112,44,355323
1113,37,110847
1114,30,165801
1115,50,310185
1116,43,278711
1117,52,487048
1118,37,336052
1119,37,316833
1120,34,188896
1121,29,291984
1122,22,369633
1123,45,236848
1124,59,240622
1125,29,261308
1126,42,196840
1127,24,271517
1128,46,269517
1129,49,368398
1130,54,234848
1131,43,303978
1132,57,237234
1133,31,301180
1134,26,229995
1135,38,295877
1136,41,308258
1137,56,164667
1138,58,338190
1139,54,236681
1140,37,212416
1141,57,193199
1142,45,273856
1143,58,249630
1144,32,279664
1145,43,281217
1146,42,298686
1147,41,472102
1148,47,253175
1149,51,191234
1150,26,88414
1151,47,154374
1152,54,348827
1153,32,307593
1154,27,142001
1155,30,447136
1156,37,276141
1157,46,286825
1158,41,429538
1159,48,389156
1160,22,312490
1161,21,316337
1162,56,323822
1163,46,230722
1164,49,272943
1165,41,295945
1166,31,239857
1167,31,172766
1168,56,228709
1169,59,170965
1170,55,255149
1171,54,107563
1172,44,277283
1173,42,119498
1174,25,217722
1175,53,290328
1176,56,313291
1177,40,303788
1178,39,275578
1179,55,160458
1180,37,328448
1181,54,162287
1182,29,337566
1183,46,300216
1184,22,358712
1185,29,251989
1186,29,184498
1187,37,146587
1188,21,155473
1189,45,119058
1190,45,325360
1191,59,335393
1192,55,294295
1193,23,247356
1194,57,414876
1195,50,242148
1196,58,267673
1197,54,246171
1198,32,222935
1199,39,300477
1200,57,199320
1201,37,193953
1202,30,304517
1203,32,210191
1204,36,260678
1205,44,222693
1206,39,249075
1207,28,196136
1208,51,198752
1209,41,184421
1210,37,317466
1211,43,263750
1212,57,323484
1213,36,332030
1214,26,213206
1215,28,320526
1216,45,248870
1217,38,237306
1218,45,350189
1219,32,294301
1220,35,221806
1221,46,289103
1222,46,148742
1223,52,269785
1224,30,130032
1225,36,171248
1226,27,296771
1227,37,80000
1228,43,394200
1229,46,316759
1230,41,102917
1231,42,441879
1232,27,463928
1233,34,235560
1234,35,175880
1235,27,384904
1236,29,222496
1237,28,262883
1238,43,347383
1239,49,237719
1240,38,230715
1241,51,148208
1242,50,199556
1243,59,229138
1244,55,150914
1245,38,158165
1246,59,252688
1247,37,102023
1248,34,179666
1249,51,405567
1250,44,222362
1251,55,212342
1252,54,222004
1253,23,223267
1254,57,295989
1255,46,290389
1256,43,218739
1257,59,232893
1258,35,355021
1259,24,129175
1260,49,245393
1261,42,260819
1262,45,187865
1263,33,240789
1264,38,177065
1265,53,300973
1266,36,142943
1267,22,334986
1268,55,244135
1269,54,214157
1270,50,169624
1271,33,332452
1272,33,197851
1273,38,156620
1274,52,334117
1275,52,177655
1276,55,242441
1277,59,315504
1278,49,262636
1279,49,388468
1280,36,183203
1281,30,233159
1282,50,239345
1283,45,299698
1284,59,353089
1285,40,255889
1286,25,238986
1287,21,131360
1288,50,258990
1289,23,197975
1290,34,299474
1291,50,217225
1292,24,230748
1293,38,133178
1294,57,105083
1295,45,398878
1296,21,260374
1297,35,282346
1298,29,177016
1299,35,320041
1300,44,305611
1301,24,185805
1302,32,165239
1303,57,191397
1304,57,247737
1305,26,263368
1306,59,253071
1307,44,353898
1308,31,192803
1309,33,163067
1310,54,250007
1311,45,114553
1312,27,305658
1313,24,257837
1314,28,222956
1315,40,218515
1316,49,322799
1317,30,320251
1318,54,230290
1319,46,297341
1320,23,319069
1321,26,276842
1322,25,233562
1323,25,280493
1324,43,166873
1325,29,255688
1326,55,231349
1327,40,218810
1328,55,111878
1329,38,167792
1330,37,211128
1331,44,321603
1332,23,272865
1333,52,325173
1334,55,349433
1335,58,276344
1336,33,261223
1337,45,172160
1338,29,408933
1339,24,136572
1340,34,259498
1341,57,316623
1342,54,317739
1343,31,157592
1344,23,216407
1345,48,186083
1346,49,91565
1347,29,260426
1348,23,192590
1349,45,370438
1350,54,299213
1351,32,253312
1352,29,212184
1353,35,259209
1354,45,229530
1355,25,255563
1356,31,402130
1357,54,164819
1358,44,236508
1359,35,306511
1360,58,217988
1361,28,376443
1362,25,304276
1363,46,192488
1364,38,266325
1365,26,193631
1366,57,186267
1367,33,238784
1368,48,351100
1369,25,309635
1370,33,248193
1371,37,312494
1372,52,271489
1373,49,156408
1374,23,238388
1375,54,244147
1376,47,310935
1377,33,204682
1378,53,176986
1379,26,246356
1380,44,198366
1381,39,224119
1382,36,243529
1383,48,219356
1384,53,327054
1385,33,363143
1386,45,319032
1387,56,108304
1388,47,198642
1389,58,235707
1390,27,102298
1391,25,179928
1392,51,234685
1393,43,214082
1394,30,250692
1395,52,139533
1396,50,213177
1397,59,262152
1398,51,250816
1399,38,285751
1400,56,281085
1401,22,217431
1402,34,259609
1403,33,186000
1404,49,228381
1405,32,165550
1406,59,335233
1407,22,228120
1408,52,335115
1409,33,274919
1410,47,179147
1411,37,270088
1412,51,314777
1413,54,243793
1414,44,255922
1415,55,205883
1416,26,251928
1417,39,269031
1418,50,203694
1419,27,163656
1420,30,353037
1421,52,298329
1422,54,206187
1423,48,267572
1424,35,131713
1425,50,91834
1426,57,336730
1427,49,268364
1428,42,246183
1429,24,268612
1430,40,508090
1431,52,319527
1432,56,166364
1433,24,115569
1434,47,334362
1435,37,318487
1436,32,296004
1437,42,184969
1438,37,279062
1439,30,192132
1440,21,303022
1441,42,328612
1442,46,206522
1443,38,340544
1444,34,259188
1445,49,289349
1446,32,145229
1447,56,268577
1448,55,195953
1449,32,287970
1450,27,367373
1451,49,273161
1452,31,177931
1453,53,300117
1454,26,282143
1455,35,414688
1456,52,270317
1457,31,203162
1458,43,311651
1459,46,239785
1460,54,256420
1461,54,175721
1462,49,240205
1463,24,252464
1464,37,239732
1465,55,202729
1466,33,273058
1467,59,176122
1468,35,157280
1469,49,306762
1470,49,299420
1471,31,145391
1472,52,103635
1473,22,169300
1474,34,239736
1475,40,342347
1476,42,237780
1477,31,188451
1478,47,261886
1479,23,240878
1480,37,139519
1481,48,139994
1482,49,142144
1483,41,448388
1484,36,318798
1485,57,202502
1486,40,338661
1487,26,204555
1488,39,336014
1489,25,256424
1490,23,197291
1491,21,304385
1492,58,261001
1493,35,281861
1494,54,267240
1495,55,266401
1496,45,314044
1497,44,456704
1498,32,349903
1499,38,267571
1500,35,225151
1501,36,233941
1502,47,149509
1503,28,303163
1504,45,168806
1505,37,220203
1506,49,303627
1507,28,231013
1508,35,210616
1509,47,154201
1510,27,346426
1511,23,183342
1512,49,203129
1513,44,106661
1514,23,248411
1515,40,223336
1516,35,264548
1517,45,156029
1518,50,308734
1519,34,102863
1520,27,242625
1521,37,259239
1522,40,254621
1523,56,262620
1524,29,313093
1525,58,355975
1526,42,237551
1527,22,172572
1528,44,294857
1529,28,227580
1530,31,351169
1531,33,201842
1532,37,181359
1533,28,261503
1534,41,110766
1535,38,212605
1536,50,223612
1537,38,267637
1538,51,170298
1539,58,179639
1540,52,342553
1541,31,248923
1542,45,319170
1543,53,206657
1544,58,245643
1545,28,267162
1546,31,389804
1547,42,232590
1548,44,236698
1549,37,337852
1550,32,219615
1551,52,272770
1552,35,330876
1553,36,203932
1554,42,277236
1555,48,389644
1556,40,323705
1557,53,272794
1558,30,232054
1559,52,201654
1560,53,170945
1561,22,370769
1562,53,355237
1563,53,197430
1564,33,277014
1565,50,258906
1566,53,344753
1567,33,280624
1568,46,248174
1569,42,206665
1570,59,277269
1571,22,222145
1572,58,267654
1573,59,243922
1574,46,220200
1575,35,172180
1576,54,291135
1577,31,253405
1578,23,392993
1579,26,167412
1580,29,300023
1581,26,243388
1582,29,417980
1583,59,293917
1584,51,275975
1585,52,243591
1586,32,193750
1587,28,274911
1588,28,139415
1589,48,143097
1590,40,330995
1591,27,109030
1592,31,224434
1593,40,166069
1594,36,217802
1595,24,264763
1596,26,328764
1597,42,347410
1598,46,176483
1599,23,212723
1600,34,574204
1601,31,229998
1602,38,179423
1603,32,192735
1604,43,230468
1605,32,218581
1606,33,231250
1607,45,248285
1608,39,247727
1609,56,173561
1610,28,279546
1611,49,259683
1612,52,289726
1613,38,112843
1614,26,262547
1615,38,91152
1616,39,235954
1617,42,302634
1618,57,333662
1619,52,276756
1620,23,304031
1621,48,226079
1622,30,209266
1623,55,465420
1624,49,316172
1625,35,156161
1626,53,111226
1627,27,212794
1628,32,345349
1629,50,253899
1630,41,80000
1631,51,235816
1632,44,249807
1633,40,80000
1634,57,251933
1635,24,168930
1636,48,103156
1637,40,378360
1638,44,165391
1639,52,196617
1640,56,195553
1641,54,250179
1642,56,391304
1643,22,154305
1644,35,225455
1645,54,259668
1646,56,180496
1647,26,224169
1648,59,297559
1649,32,189543
1650,23,222908
1651,38,215491
1652,41,241695
1653,35,269452
1654,53,296924
1655,55,405004
1656,46,80000
1657,28,236608
1658,56,140845
1659,50,219170
1660,43,320469
1661,34,345823
1662,34,349577
1663,22,348823
1664,57,236085
1665,25,361882
1666,58,377747
1667,34,261104
1668,59,344178
1669,45,253298
1670,40,362818
1671,22,237066
1672,59,201238
1673,26,160400
1674,37,236109
1675,45,256751
1676,48,174331
1677,22,229991
1678,55,207876
1679,57,163841
1680,25,332870
1681,21,346952
1682,32,332514
1683,56,243267
1684,43,248209
1685,51,164946
1686,31,283170
1687,30,263570
1688,23,477515
1689,34,336968
1690,36,275219
1691,30,246671
1692,49,330104
1693,30,176740
1694,32,341171
1695,50,163028
1696,21,205078
1697,25,102945
1698,40,299126
1699,28,269994
1700,32,205081
1701,21,175668
1702,40,360297
1703,48,239311
1704,57,188616
1705,57,403754
1706,32,197434
1707,57,341089
1708,48,157920
1709,35,221604
1710,26,290183
1711,40,245373
1712,34,269501
1713,22,206893
1714,29,122176
1715,57,367246
1716,40,211773
1717,46,273120
1718,49,306156
1719,21,274700
1720,55,193312
1721,26,342781
1722,57,291094
1723,25,265901
1724,53,264046
1725,34,384580
1726,32,191595
1727,40,283220
1728,44,207709
1729,54,95095
1730,45,92981
1731,49,168829
1732,59,197324
1733,51,423835
1734,43,305871
1735,58,313067
1736,40,199033
1737,43,254906
1738,36,434492
1739,28,152846
1740,41,286499
1741,21,378903
1742,28,327275
1743,49,394123
1744,52,267029
1745,58,298276
1746,25,258781
1747,42,292667
1748,54,176783
1749,21,313387
1750,46,273539
1751,30,255012
1752,50,389711
1753,38,228769
1754,37,346625
1755,46,354582
1756,28,318443
1757,32,172792
1758,47,278726
1759,28,406677
1760,45,104515
1761,24,234987
1762,53,342984
1763,21,240774
1764,39,314791
1765,51,362735
1766,36,268560
1767,34,290719
1768,25,257349
1769,46,273824
1770,48,418208
1771,22,244884
1772,26,221747
1773,29,333340
1774,53,182566
1775,45,200822
1776,33,201332
1777,29,229530
1778,33,233024
1779,51,305927
1780,31,222611
1781,24,309157
1782,54,319134
1783,58,197719
1784,24,317416
1785,58,324673
1786,39,109125
1787,26,273478
1788,54,209487
1789,38,354245
1790,33,208671
1791,43,142841
1792,39,247614
1793,31,178242
1794,21,317966
1795,44,185311
1796,27,248599
1797,45,373664
1798,41,337882
1799,35,288227
1800,21,239793
1801,32,280631
1802,27,305118
1803,35,171071
1804,41,318106
1805,39,161864
1806,49,295796
1807,45,161448
1808,53,407023
1809,52,311067
1810,55,125517
1811,58,249925
1812,46,208286
1813,31,198821
1814,55,261768
1815,28,175760
1816,34,310917
1817,30,306372
1818,22,278113
1819,29,248439
1820,23,302785
1821,41,313310
1822,46,286393
1823,28,145050
1824,22,186929
1825,26,228555
1826,48,131936
1827,49,267920
1828,46,362880
1829,45,350135
1830,32,309170
1831,25,308216
1832,54,427223
1833,57,317509
1834,35,324050
1835,56,134886
1836,35,356625
1837,43,281879
1838,26,243617
1839,41,223788
1840,43,206112
1841,36,350542
1842,35,247731
1843,45,209065
1844,56,188276
1845,31,263647
1846,35,221231
1847,24,202979
1848,41,139427
1849,33,326748
1850,42,238958
1851,39,163180
1852,54,228301
1853,34,293930
1854,24,252307
1855,47,265279
1856,49,253403
1857,48,147851
1858,55,325880
1859,28,113340
1860,36,286922
1861,56,299245
1862,50,232412
1863,38,278273
1864,22,227829
1865,33,279239
1866,24,329433
1867,46,186629
1868,45,303917
1869,50,385391
1870,31,271165
1871,27,209751
1872,51,431058
